Star Rating,Comment
3,Mua điện thoại hôm 8 tháng 2 điện thoại màn hình không nhạy lúc được lúc không thì bảo hành sao ạ? Với nếu như muốn bán lại thì giá bao nhiêu ạ?
2,Điện thoại Dùng tệ. Mới Dùng 7 tháng mà máy tắt nguồn hoài phải ra sửa. Dùng 7 tháng mà ra cửa hàng sửa 2 lần.
3,"Mua từ cuối tháng 6 năm 2023, bây giờ là đầu tháng 2 năm 2024 máy có dấu hiệu bị lỗi."
1,"Mới mua chưa được 1 tháng dùng máy rất nóng, chỉ gọi điện bình thường tầm 5 phút máy đã nóng hầm hập như sắp nổ, trước dùng vivo chưa bao giờ nóng máy. Cứ dùng ứng dụng gì tầm 5p là phải dừng không sợ nổ máy."
1,"Bấm không ăn, pin dễ bị chai."
5,Mới Dùng 3 ngày bị mất nên chưa biết.
1,Điên thoại gì má lúc nhạy lúc đơ.
4,"Nhân viên hỗ trợ nhiệt tình, thân thiện."
1,"Mới mua được 1 tháng. Dùng chán dã man. Cảm ứng không nhạy. Đang Dùng bị đứng màn hình, màn hình buổi tối coi nhức mắt dã man. Ra nắng là khỏi thấy đồng hồ. Nhắn 1 tin nhắn mà máy nó lag không nhắn tin được. Giờ chỉ muốn bán lại. Chưa bao giờ Dùng máy nào mà tệ như máy này. Rất rất chán."
2,"Dùng được 17 ngày, máy bắt đầu có dấu hiệu giật lag khi chỉ dùng mỗi 1 ứng dụng mặc dù máy 6gb ram, bắt sóng rất yếu, cấu hình tệ, tôi muốn bán lại máy."
3,"Gọi lúc nghe được lúc không nghe nhất là gọi qua video zalo, messenger rất tệ. Có đi bảo hành rồi mất 15 ngày mà hãng không tìm ra."
2,"Mạng rất yếu, danh bạ tự xóa, không tải nhạc được."
5,"Tuyệt vời, xuất sắc."
3,Điện thoại dùng thì ổn trong tầm giá nhưng cục sạc thì mới được 1 tháng đã hỏng không biết có được bảo hành phụ kiện không?
5,Máy dùng tốt lắm.
5,Tốt.
3,"Thứ nhất hiệu năng không thể nào mạnh so với thằng anh c55, c55 ít ra có điện tử turbo, còn hiệu năng mạnh hơn 1 chút và những ứng dụng ổn hơn cả c53. Thứ 2, realme này Dùng hệ điều hành realme T phiên bản nhẹ nhưng mình ưa cái hệ điều hành gốc của nó hơn. Thứ 3, đa nhiệm tốt nhưng sau khi sử sụng hơn 1 tháng rưỡi thì khi đóng ứng dụng có lúc đóng dược, có lúc đơ giật các kiểu. Nói chung còn rất nhiều điểm chê cho cái điện thoại này, nhưng nó sẽ thích hợp với phụ huynh hơn là những lứa tuổi học sinh thích giải trí."
5,rất ổn.
5,Máy chạy mượt mà.
2,"Pin máy bị chai sau khi dùng được 2 tháng, máy đôi lúc không nhận cảm ứng."
2,"Một sản phẩm đẹp nhưng có rất nhiều khuyết điểm. Không phải là một chiếc điện thoại tốt để chơi điện tử. Không hỗ trợ điện tử turbo. Hệ thống loa và mic chưa được tích hợp thống nhất. Và quan trọng nhất là dùng một thời gian, khi khởi động lại máy sẽ có hiện tượng treo máy và tự khởi động lại rất nhiều lần, không có cách khắc phục."
1,"Dùng vào ngày thứ 2 máy rất tệ, bắt sóng mạng kém, gần 1 tiếng đồng hồ không vào được điện tử, cứ kêu kiểm tra đường truyền mạng trong khi máy cũ vẫn vào bình thường. Khách hàng bao nhiêu năm giờ làm ăn mất uy tín quá."
5,Máy sử dụng tốt.
5,Sản phẩm tốt hoàn hảo.
1,Điện thoại chơi điện tử thì lag giật.
5,Tốt.
4,Sản phẩm được. Hợp túi tiền dùng tạm ổn.
4,Không được mượn lắm.
5,Sản phẩm này được lắm ạ.
2,"Điện thoại dùng chán, cảm ứng rất tệ."
5,Màu rất là đẹp.
2,"Máy lag với đơ, nhanh hết pin quá tôi vừa đổi trả xong vì lí do cháy chân sạc bây giờ không hài lòng về sản phẩm tôi có thể tiếp tục đổi 1 chiếc điện thoại khác không ạ?"
1,"Lâu lâu nó chồng x2 ứng dụng kéo không được phải tắt nguồn mở lại, tôi báo bảo hành mà không nhận. Trả tiền góp thì cửa hàng không nhận chuyển khoản mà đồi nhận tiền mặt. Đúng là giả dối, ngân hàng nhắn báo có 609.000 cửa hàng nhận tiền mặt 630.000 làm ăn không trung thực, bảo hành thì không nhận, tiêu chí bán hàng hãy xem lại đi."
5,Hình ảnh đẹp.
1,Mic kém từng đổi lại cái thứ 2 mic cũng y chang. Nói hầu như người ta không nghe.
1,"Mic bị rè đưa đến bảo hành thì bên bộ phận bảo hành đổ cho đường truyền mạng,"
2,Mạng bắt kém lắm tôi có thể đổi cái khác được không?
3,Nhanh hết pin.
5,Dùng tốt trong tầm giá.
5,"Rất tốt, máy mượt, nhạy, pin khá trâu."
4,"Cảm ứng hơi chậm, điện thoại kiểu dáng màu sắt đẹp."
4,Giờ Dùng ổn ạ.
2,Hỗ trợ không tốt.
3,"Mình vừa đổi lại máy mới mà sao pin tụt nhanh. Sạc xong để điện thoại qua đêm không dùng tối 95% sáng ra lại mất 3% pin. Trong khi mình không vừa dùng vừa sạc, tắt hết ứng dụng chạy ngầm pin vẫn mau hết."
2,Máy khá lag và hay đơ khi chuyển ứng dụng cũng như tắt bật máy.
5,Điện thoại Realme c53 rất tốt.
3,Máy cũng tạm được mà lag quá
4,Trước mắt Dùng cũng ổn. Lâu dài mới đánh giá hết được chất lượng sản phẩm.
4,Khá được.
3,"Yếu 3G, sóng kém."
3,Dùng chưa được lắm.
5,Máy dùng rất tốt và khỏe.
4,Hay bị đơ.
5,Rất tốt Dùng quá ổn trông tầm giá này.
4,Sản phẩm tốt nhé.
1,Mới mua bán tháng bị lỗi nhưng không có chụp lại. Chậm chạp đúng là máy mới luôn lỗi.
4,Có cường lực màn hình máy này chưa shop?
1,Rất phức tạp. Nói chung máy này dùng chán.
4,"Mới mua được 2 ngày dùng rất tốt màn hình xem Youtube chưa nét căng hơi mờ hay do chế độ cài đặt nhỉ shop? À còn có cái lệnh ok google đỉnh lắm mọi người, còn lại thiết bị máy dùng đều ổn hết."
2,Tại sao lại không thể kết nối mạng trong khi mạng rất mạnh và khởi động lại cũng không được.
4,Tôi không cách nào Dùng đc 3 ngón cùng 1 lúc.
5,Hàng được lắm nè.
5,Rất hài lòng về sản phẩm này.
5,"Màu sắc tươi sáng, rất ưng ý"
5,Dùng máy pin rất trâu.
2,Nhanh hết pin. Đượcc cái màn hình to kiểu dáng đẹp.
4,Sản phẩm Realme về chất lượng dùng tốt.
4,Được.
5,Màu đen thì lịch lãm.
4,Tôi rất hài lòng.
1,"Chê, thất vọng. Mua uổng tiền, kết nối mạng quá kém."
2,Mua bán lại mất bao nhiêu phí sau 2 tháng?
1,"Quá tệ. Cột sóng yếu nghe gọi chập chờn, 3G 4G đăng ký xong không Dùng được. Thấy nhân viên tư vấn nhiệt tình quá nên mua. Xong giờ quá thất vọng."
5,Dùng rất tốt.
3,Lướt facebook cũng nóng máy nhanh tụt pin.
5,Rất tốt dùng ổn
1,Mạng yếu. Có làm cách nào khắc phục không?
1,Không hài lòng kết nối mạng kém quá.
4,Nhân viên rất nhiệt tình tư vấn và xem khách hàng là người thân thiện.
5,Nhân viên nhiệt tình.
4,Hiện tại qua sử dụng hơn tháng mình thấy tốt lướt mượt.
3,Dùng cũng được.
2,Loại máy này không êm.
4,Máy Dùng rất tốt.
4,Máy được lắm.
4,Tương đối tốt.
5,Điện thoại rất tốt.
1,"Điện thoại mua gọi nói chuyện không nghe được, đổi máy quá vẫn vậy lại thêm mất tiền bực mình."
5,Điện thoại dùng rất tốt.
5,Rất tốt nhân viên rất nhiệt tình.
3,Loa lúc nghe lúc không.
5,Mình có mua một cái. Đang Dùng thấy ổn lắm. máy đep. Với tầm giá này thấy rất hài lòng.
3,Nói chung là được nhưng câu hình hơi chậm và chụp hình không được rõ nét.
2,Cảm ứng đơ lâu lâu bấm không ăn máy hơi lag thua máy cũ dùng lúc trước nữa.
5,Sản phẩm rất tốt so với tầm giá.
5,Tôi rất hài lòng về sản phẩm.
5,Sản phẩm này dùng rất tốt.
5,Quá đẹp dùng ổn.
5,"Rất tốt và đẹp, nhân viên dễ thương nhiệt tình."
5,Khá được.
4,Mình cũng đang trải nghiệm máy cũng ổn chưa thấy vấn đề gì cả.
3,"Khi mình gọi điện qua zalo hoặc message, thì mình nói chuyện điện thoại phía người nghe người ta nghe không rõ, xem lại dùm nha shop."
5,"Sản phẩm rất tốt, mình rất hài lòng."
5,Quá được.
2,Quá nhiều lỗi chấp nhận pin sạc nhanh nhưng ngược lại pin hao cũng rất nhanh và có quá nhiều sự cố phải khắc phục.
2,Dùng cũng được mà bị đơ nhẹ.
4,Được.
5,Nhân viên nói chuyện lịch sự.
5,"Nhân viên phục vụ nhiệt tình và chu đáo, rất thích cách phục vụ ở thế giới đi động."
5,Quá hoàn hảo.
5,"Mua lần thứ hai, vẫn hài lòng như lần đầu."
4,"Em Dùng được vài ngày thấy cũng được lắm, màu đẹp hợp túi tiền."
5,"Điện thoại đẹp, nhân viên tư vấn nhiệt tình, rất hài lòng về sản phẩm cũng như nhân viên."
2,"Đèn led mờ, không ưng ý lắm, bắt sóng thì yếu, nói chung là tệ."
5,"Máy dùng mượt, giả hợp túi tiền mỗi người, không quá đắt, pin trâu, máy nhạy, chụp ảnh bắt nét tốt."
5,"Ổn định không giật lag máy, dùng tốt."
4,"Dùng tốt,"
5,Nhân viên tư vấn rất nhiệt tình và chủ đáo. Sẽ ủng hộ nhiều hơn.
4,Hiện tại máy dùng ổn áp.
4,"Tôi mua máy về người nhà bạn bè ai cũng thích mẫu máy rất ưng, lướt nhanh, đẹp, chắc chắn..."
4,Thỉnh thoảng hơi chậm xíu.
5,Rất hài lòng! Camera sáng quá chụp hình ứng dụng nó lạ lạ.
5,Rất hài lòng.
5,Máy đẹp tốt.
5,"Realme c53 này dùng rất tốt, tôi rất thích."
5,Tôi Dùng cảm thấy được lắm.
5,Máy Dùng tốt trong tầm giá.
4,Mình chưa trải nghiệm hết nhưng sản phẩm khá ổn định.
5,"Máy dùng rất mượt, chụp ảnh xinh lắm với tầm giá đó là máy rất tốt rồi."
3,Màn hình cảm ứng chưa được lắm.
5,Máy quá ngon trong tầm giá.
4,Máy Dùng vẫn được lắm mạng rất nhanh. Điện thoại nghe tốt.
5,Điện thoại sử dụng rất tốt.
4,Hiện tại sử dụng tốt.
5,Tôi rất hài lòng.
4,Sản phẩm được. Hợp túi tiền dùng tạm ổn.
4,Hình ảnh chụp rất tốt.
4,"Sản phẩm tốt, mức giá phù hợp."
5,Cảm ứng nhạy tốt.
5,"Nhanh, nhạy bén."
5,Sản phẩm quá tốt nhân viên vui vẻ nhiệt tình sẽ tiếp tục ủng hộ ạ.
4,"Sử dụng đơn giản dễ hiểu điện thoại ảnh chụp đẹp, nét, rất đáng để trải nghiệm sản phẩm ạ."
5,Rất hài lòng.
1,"Máy sống yếu, không có sóng 4G, gọi thì hay mất tín hiệu mạng."
5,Đẹp. phù hợp giá tiền.
5,Được.
5,"Nhân viên nhiệt tình thân thiện, duyệt hồ sơ nhanh chóng, khách không phải đợi lâu. Xin cảm ơn."
4,Nói chung điện thoại mình cũng mới Dùng chưa bao lâu nên chưa đưa ra kết quả nhiều hơn.
5,Thấy con gái rất thích.
4,"Trước mắt thì chạy ổn định, cấu hình mượt, nhưng chơi điện tử nhanh nóng máy. Nói chung là ổn."
4,Vừa dùng thấy sản phẩm cũng tốt thiết kế đẹp mắt đầy đủ tính năng và cấu hình.
4,Nhân viên chu đáo nhiệt tình. Bề ngoài nhìn xinh xỉu.
5,Chơi điện tử ổn độ mượt tạm ổn.
4,Máy êm tốt.
4,Sản phẩm dùng được.
5,"Máy tốt giá rẻ, cấu hình ngon."
5,Hàng Dùng tốt lắm.
5,"Tôi rất hài lòng. Nhân viên tư vấn rất dễ thương, chu đáo và rất am hiểu về sản phẩm. Cho tôi dễ dàng lựa chọn. Điện thoại mượt, hình dáng thời trang."
5,Siêu thị giao hàng nhanh gọn lẹ.
4,Dùng cũng ổn.
4,"Máy Dùng tốt, giá tốt, đẹp, rất hài lòng với dịch vụ khi đến."
5,"Máy dùng mượt, giá cả hợp lý."
5,Máy mượt.
5,Rất hữu ích và tiện lợi.
4,Cũng ổn.
5,"Máy giao diện đẹp, nhẹ, pin tốt."
5,Điện thoại nhẹ. Cấu hình ổn. Phân khúc này là quá tốt rồi.
5,"Sản phẩm sử dụng tốt, nhân viên vui vẻ nhiệt tình. Chú bảo vệ niềm nở khi có khách đến."
4,Máy rất mượt Dùng rất tốt.
4,Chơi điện tử mạng còn hơi lag.
3,"Phản ứng chậm, đánh chữ bị loạn."
5,Điện thoại pin trâu chụp hình đẹp.
4,Điện thoại Realme C53 mình thấy Dùng được.
5,Dùng rất tốt.
5,"Bạn nhân viên rất nhiệt tình bán hàng vui vẻ, thân thiện, sản phẩm tốt."
4,"Chụp ảnh sắc nét, lướt trang web nhanh."
4,"Điện thoại sử dụng tốt, giá tiền phù hợp với học sinh, sinh viên."
4,Phục vụ rất rốt.
5,Nhan viên rất tận tình.
4,"Máy pin trâu, đôi lúc hơi lag."
5,Nhân viên rất nhiệt tình.
5,"Màu sắc hình dáng rất đẹp, tôi rất hài lòng với sản phẩm này."
4,Máy cấu hình rất mạnh.
5,Màu vàng sang. Lướt mượt lắm. Nên mua nha mấy bạn.
5,Sảm phẩm sử dụng được.
4,Chất lượng sản phẩm cũng tốt.
5,Thái độ phục vụ rất tốt.
5,Nhân viên nhiệt tình thân thiện.
5,Chất lượng phục vụ rất tốt.
5,Sữ dụng ổn định.
5,Điện thoại dùng rất tốt.
5,Nhân viên rất nhiệt tình và chu đáo với khách hàng.
5,"Máy nhạy, pin trâu, lướt mượt."
5,Giao tiếp tốt tư vấn giúp đỡ tận tình.
5,"Đẹp, phù hợp giá tiền."
5,Máy dùng được lắm mọi người.
4,"Máy dùng tốt, mượt."
5,Sản phẩm của thế giới di động dùng rất tốt. Nhân viên bán hàng cũng dễ thương.
5,Dùng được.
1,"Báo hư chân sạc, thay 19 triệu 800 nghìn, không được bảo hành, bó tay với thế giới di động. Không bao giờ mua sắm ở điện máy xanh, và thế giới di động nữa, thua tiệm nhỏ lẻ."
4,Sản phẩm tốt.
1,"Máy thì không có gì để chê, ngoại trừ lớp kính ép màn hình thì giống như có vài vết nhoè lớn bằng 2, 3 ngón tay có chùi cách nào cũng không hết được vì nó nằm ở mặt trong tiếp giáp với màn hình nên giống như là hàng dựng mua bên ngoài mặc dù mua nguyên seal đập hộp. Mình chưa từng dán cường lực cũng như chưa rơi rớt va đập gì. Lúc mua không để ý kĩ về nhà mới phát hiện, đã dùng hơn 1 năm, mua từ tháng 3 năm 2023. Trên hộp cũng in năm sản xuất là 2023 mà chất lượng như vậy. Apple làm ăn vậy coi được á."
5,Rất được ạ.
4,Để điện thoại không Dùng mà nó cũng nhanh tụt pin.
4,Mình mua đợt tháng 9 giờ mình muốn đổi lên iphone 15 pro max shop có hỗ trợ không ạ?
3,"Máy hiện tại thì chưa có gì chỉ là lúc mua không được nhân viên thế giới di động tư vấn về các phụ kiện kèm theo được giảm giá khuyến mãi, không được tư vấn 1 cái gì về vấn đề mua các phụ kiên kèm theo luôn, may mà điện cho tổng đài hỏi thì mới biết mua iphone 14 pro mã được giảm giá 1 số mặt hàng kèm theo như sạc, miếng dán, ốp lưng,... Nói chung tthế giới di động này không phải chi nhánh nào cũng tốt cả, có chi nhánh rất ổn nhưng cũng có nhiều chi nhánh không ổn tí nào, nói chung là không đồng nhất, ai xui vào trúng chi nhánh như tôi thì chịu thôi."
2,Mới mua 20 ngày bản màu tím đeo ốp không rơi gì cả mà đã tróc sơn.
5,Mình mới mua iphone 14 pro max muốn đổi lại màu khác có được không ạ?
4,Muốn mua củ sạc 30w của hãng mà apple chưa có.
4,Em bị nứt mặt sau ip 14 promax nứt vừa phải thì có ảnh hưởng gì đến sạc không dây và chống nước không ạ?
4,Mới mua phải để thời gian trải nghiệm đã.
2,"Mua được 10 tháng thì tự nhiên sạc không vô. Gửi đi bảo hành thì hãng báo là bị gãy chân sạc, không phải lỗi của nhà sản xuất. Nếu muốn thay thì phải thay toàn bộ linh kiện máy với giá 19 triệu 800 nghìn, tôi đã từng sử dụng qua nhiều máy iphone sạc không biết bao nhiu lần rồi mới mua máy này, giờ nói do người dùng nên mới gãy, không chấp nhận bảo hành, đành ngậm ngùi nhận lại máy vì chi phí sửa quá cao."
3,"Điện thoại iphone 14 pro max mua 13 tháng 11 năm 2023 dùng khoảng 1 tháng 20 ngày đã thấy tụt pin 100% xuống 99%, sạc khoảng 25 lần như thế là quá tệ không ạ?"
2,"Mua được 3 tháng mà đã tróc sơn lấm tấm cạnh viền rồi, mặc dù rất nâng niu nha. Khá thất vọng với phân khúc gọi là cao cấp."
2,mình mua 28 tháng 10 mà dung lượng pin mỗi tháng tụt 1%.
4,"Mình mới mua 14 pro max màu đen ngày 25 tháng 12 cho mình hỏi điện thoại không dùng mà tụt pin, đã tắt bớt ứng dụng không sử dụng thì phải làm sao ạ."
3,"Chất lượng pin kém, thua xa 13 pro max. Mới mua được 9 tháng pin đã bị tụt dung lượng tối đa xuống chỉ còn 88%. Trong khi đó toàn bộ dây sạc củ sạc đều là real chính hãng. Còn lại những khía cạnh khác dùng ổn."
2,"Dùng nhanh nóng, sạc cũng nóng máy."
5,Mình đang dùng bản 128gb mua được tầm hơn 1 tháng giờ muốn lên 256gb thì có được hỗ trợ không ạ?
4,"Dạo này sạc là nóng máy kinh khủng, máy báo ngưng sạc, ổn định mới sạc tiếp là sao ạ?"
1,"Máy gi Dùng sọc màng hình, mua máy mới giờ bung máy ra để thí nghiệm."
5,Máy dùng thích mà.
3,"Không ổn khi nghe, mua được gần sáu tháng."
2,Mình mới mua chưa được 1 tháng rưỡi sử dụng cũng bình thường mà sao giờ nó tuột còn 97% vậy? Trước mình có sử dụng iphone 13 mà cả năm còn 99% không biết như này có bình thường không nhỉ?
4,"Mới mua ngay, dùng tạm được 27 triệu 390 nghỉn."
4,"Cực đỉnh mỗi tội em nhân viên bán hàng kiêu dữ, nhắn Zalo để hỏi hỗ trợ mà không thấy phản hồi."
5,Dùng tốt.
5,"Nhân viên tư vấn nhiệt tình, sạc nhanh dùng ít nên hơn một ngày mới sạc lại."
3,"Mua điện thoại này vào ngày 30 tháng 9 năm 2023 tới nay, sạc 1 ngày 1 lần mà vô kiểm tra còn 98% pin, pin dòng này kém chán thật sự."
3,"Mình mua máy khoảng 2 tuần, dùng nhanh nóng quá, mình không chơi điện tử, chỉ facebook và zalo. Có được đổi không ạ?"
4,"Máy mình mới mua từ tháng 3 năm 2023 tới nay tầm 8 tháng. Vậy mà pin dùng 100%, giờ chai chỉ còn 91%, vậy là trung bình 1 tháng chai 1% sợ thật các dòng trước 1 năm chai có vài %, 14 pro max năm ngoái tệ thật sự."
5,"Nể mấy cha mua hàng đổi trả trong thế giới di động xong check ra hàng sửa chữa, đã là điện thoại cũ thì phải có cái sửa, quan trọng là hàng đó bảo hành và thay thế linh kiện chính hãng, còn muốn ngon hẳn thì bỏ tiền ra khui hộp, mua cũ là rủi ro nên tìm hiểu trước khi mua hàng trả bảo hành, chứ tiền bỏ ít mà cứ đòi đồ ngon lấy đâu ra thế . Mua điện thoại cũ mà không tìm hiểu xong lên chửi. Bó tay."
3,Mua 4 tháng bị 1 vệt ố trắng mặt lưng. Có được tính là lỗi của nhà sản xuất không ạ?
1,"Hãng apple bảo hành tệ, dịch vụ bảo hành của thế giới di động càng tệ, sửa bên thứ 3 cũng bắt mình chịu phí 2,2 triệu, mình không đồng ý trả phí vậy là nhận lại máy về muốn làm gì làm, mình mua của điện máy xanh với thế giớ di động từ tủ lạnh máy giặt, điện thoại cho cả 2 nhà giờ cạch mặt không bao giờ mua sản nào của chuỗi này nữa, thua hệ thống bán nhỏ lẽ khác nhiều."
1,"Máy không rơi vỡ không trầy xước, màng hình nguyên vẹn nhưng cong cả máy mà cứ đổ lỗi do khách hàng , mất lòng tin với oppo."
5,"Mẫu mã đẹp, giá cả phù hợp."
3,Máy mới không sử dụng mà sạc vô 1 lúc thì hơi bị nóng máy. Xin hướng xử lý với ạ.
5,Sản phẩm rất tốt ạ.
5,Điện thoại đẹp cầm vừa tay. Mượt mà. Sử dụng các tác vụ bình thường rất ổn. Lại sạc nhanh 33w quá ngon.
5,Trải nghiệm sau 1 tháng mọi thứ đều tốt.
5,Mới mua hôm nay. Nên mọi thứ đều ổn. Vào ứng dụng nhanh. Nên mua trong tầm giá.
2,Mới mua chưa được tuần thì hỏng loa.
5,"Tổng quan dùng tốt nha, nhưng lâu lâu có khi nút bị đơ nhấn mấy lần mới có được."
5,"Điện thoại pin, sạc rất tốt."
1,"Điện thoại mới mua về tự tải ứng dụng điện tử, xem video thì hình ảnh bị mờ."
4,Sản phẩm tốt phù hợp giá thành.
5,Rất tốt. Phục vụ chu đáo.
5,Dùng êm nhe.
4,"Sản phẩm mình bỏ tiền ra mua mới mà lại không được khui seal, nhân viên bảo đây là qui định công ty bắt buộc phải khui seal toàn bộ hết rồi mới bán cho khách. Cảm thấy không hài lòng, hụt hẫng."
4,"Máy dùng khá tốt, mà cho em hỏi sao điện thoại em lúc nhấn 2 lần thì màn hình sáng, lúc thì không sáng là sao vậy ạ?"
5,Máy đẹp chạy êm.
5,Điện thoại dùng rất tốt và pin bền cam chụp đẹp loa to.
5,Sản phẩm dùng rất tốt nhé.
3,Có Dùng được esim không?
3,Tạm ổn. Nhưng màn hình ra ngoài trời không được sắt nét cho cảm giác khó chịu.
1,"Mình mua Dùng được 2 tháng máy hay đơ, giật lắc, bắt 4G kém."
5,Mua điện thoại vivo y17s rất tốt.
1,Công nhận sạc lâu thiệt.
5,Rất tốt Dùng dễ rất êm.
5,"Sản phẩm xứng đáng với giá tiền. Thiết kế ổn, máy khỏe pin trâu."
1,"Quá tệ, sạc pin lâu, nhanh tụt lớn, máy hay đơ, kết nối mạng yếu."
5,Rất tuyệt vời.
1,Điện messenger nó lại hiện ra hình màu 1 lát nó mới trở lại bình thường.
5,"Máy mới mua, Dùng thấy cũng ổn, loa lớn màn hình xem rõ nét."
1,Mới mua được 2 tiếng máy rất nóng năng máy màn hình đúng hình luôn nhân viên thì tệ không phải nói tôi muốn mua máy khác mà lại tư vấn con này.
5,"Dùng thấy cũng mượt, thiết kế đẹp."
5,"Sản phẩm Dùng mượt màn hình sáng, con bé tư vấn rất dễ thương."
5,Máy tính laptop dùng tất rốt ạ.
2,Nhân viên chăm sóc khách hàng không tốt.
4,"Chụp ảnh đẹp, sạc nhanh chưa phát hiện lỗi."
5,Sản phẩm được.
5,Được.
5,"Oppo ngoài pin yếu thì cái gì cũng tốt, sạc nhanh thì pin tụt nhanh. Được này mất kia."
1,"Cấu hình mạnh, những khi phát loa thì mặt lưng bị cộng hưởng âm thanh, gây ra rung mặt lưng như cái máy mát xa, cầm coi tiktok cỡ 5 phút là tê hết cã tay, nản thật."
4,Máy mình mua 3 tháng hai hôm nay cứ báo ẩm chân sạc.
5,"Sử dụng rất là mượt, sau 2 tháng sử dụng rất tốt nhé mấy bạn. Có 1 nhược điểm cam điện thoại khá xấu, nó tróc phần viền camera nha mấy bạn, và máy sử dụng pin hết khá nhanh nóng. Xem youtube thôi tầm 20 phút bao ấm cầm rất khó chịu nhé. 8/10 điểm nhé tầm mấy con khác không có tuổi. Nên mua loa đôi nghe nhạc khá hay."
5,"Máy mình messenger không thấy được camera trước và sau, chỉ nhìn thấy người khác còn người ta không thấy được mình. Camera chụp ảnh trước sau vẫn bình thường. Cho mình hỏi nó bị gì vậy ạ? Mình đã xóa messenger và tải lại vẫn bị như vậy."
5,Máy Dùng rất tốt mình rất hài lòng.
1,"Máy mọi chức năng đều ổn trừ khoản bắt sóng 4G cực kỳ kém. Cùng 1 nhà mạng 2 máy khác nhau, 1 máy thì sóng gió chạy ầm ầm, A34 thì vào 4G như rùa bò, nhiều khi không vào được zalo, facebook... luôn. Ai ở khu vực sóng hơi kém nên cân nhắc khi mua con này nha."
3,Cảm ứng chưa nhạy lắm.
2,"Máy mới mua 6 tháng, giờ cứ báo độ ẩm chân sạc. Trong khi đó giữ rất kĩ, không rớt nước. Thua luôn."
3,"Dùng tạm được nhưng khi mua thì không được kèm sạc pin, tai nghe hay phụ kiện gì."
4,Camera sau rất nét.
4,"Mình dùng được 1 tháng, cảm thấy tốt. Thấy nhiều bạn không biết sử dụng rồi vào đây đánh giá điện thoại này pin yếu chán ghê. Mình sử dụng cho chơi điện tử, mạng xã hội,... tính trung bình nếu dùng mạng thì 9%/1h, nếu dùng 4G thì 11%/1h mình luôn luôn sử dụng độ sáng màn hình dưới 30% nên dùng 1 ngày là hoàn toàn đủ, ngày nào mình cũng dùng khoảng 7 tiếng. Lúc mới mua về chưa tắt các chức năng phụ thì cũng hao pin thật. Chỉ các bạn 1 số thứ nên TẮT để tiết kiệm pin giống mình: kết nối tắt 5G chuyển sang 4G, tắt Bluetooth, tắt chia sẻ nhanh, tắt NFC,... phần này hao pin nhiều. Màn hình tắt bảo vệ tránh chạm vô tình hao pin vì nó luôn luôn bật cảm biến khi điện thoại trong túi tắt vị trí tắt đồng bộ hóa đặc biệt là tắt 120hz sẽ tiết kiệm pin, nhưng mình nghĩ hãy sử dụng để có trải nghiệm mượt hơn. Và còn nhiều chức năng không cần thiết có thể tắt nữa nhưng mình không liệt kê hết được, các bạn hãy tìm thêm."
5,Máy Dùng mượt lắm rất hài lòng máy chạy nhanh.
3,Loa hơi rè.
3,"Pin tụt nhanh quá, 5000mah mà dùng chỉ lướt vài ứng dụng không chơi điện tử mà chỉ được khoảng 12 tiếng, thi thoảng dùng YouTube còn bị đơ. Không biết do lỗi máy hay như thế nào nhưng rất khó chịu."
4,"Máy mượt, pin trâu."
3,"Sao máy mình mặt sau lưng không có chữ samsung, máy mọi người có giống vậy không?"
3,"Mình mới dùng được 3 ngày thấy hao pin nhanh, thỉnh thoảng tin nhắn voice zalo lỗi không có tiếng."
5,Mua sản phẩm vợ Dùng tốt. Mượt.
3,"Mình mới mua được 2 ngày trải nghiệm pin tụt khá nhanh, lướt web một tý là thân máy nóng."
3,"Máy Dùng nhanh hết pin, mua được vài tháng thì báo ẩm cục sạc, cắm sạc không được trong khi điện thoại không bị dính nước. Kháng nước nhưng không biết mà bị rớt xuống nước thì thế nào nữa."
2,Pin hao nhanh. Bạn nào mua thì cân nhắc kỹ. Lúc mình đi tỉnh thì mạng 5G kém. Cửa hàng không bán ốp lưng nên khá bất tiện khi phải mua ngoài.
3,Dùng cũng tạm được. Không biết kháng nước có được tốt không.
3,"Tôi mua trả góp trả trước 10%, nhân viên thế giới di động tính ra như thế, tôi tham khảo gói trả góp trên trang web không trùng khớp, nhờ kiểm tra giúp tôi thế này có nhầm lẫn không."
2,"Mới mua 12 này các chức năng điều không ngon, quá tệ."
2,Máy hao pin. Bắt sóng yếu. Mới mua giờ thấy hối hận.
2,Máy nóng bất thường nên hao pin. Bán không tư vấn. Không nên mua dòng này.
5,Một thiết bị rất đẹp và nhanh với hiệu suất camera rất tốt. Người bán cũng rất thân thiện và hiểu những yêu cầu và nhu cầu của tôi.
4,Dùng ổn. Pin thì cũng tạm thôi. Mới mua 7 triệu 990 nghìn được mấy ngày lại giảm tiếp.
4,"Sản phẩm tốt, chất lượng."
5,Máy mới thấy tốt chạy mượt tầm tiền này là ổn. Dùng thời gian nữa mới biết như nào.
5,Rất tốt và tin tưởng.
2,"Sản phẩm không như mong đợi, hơi thất vọng."
4,Dùng tốt.
5,"Rất tốt, cảm ơn."
2,Máy bắt mạng cực kỳ kém. Mất kết nối mạng liên tục. Bực thật sự.
5,Máy tốt và rất mượt.
